STATION CODE,LOCATIONS,STATE
1455,"RUSHIKULYA AT GANJAM U/S, ODISHA",ODISHA
1456,"RUSHIKULYA AT GANJAM D/S, ODISHA",ODISHA
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINaN PROJECT),ODISHA
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ODISHA
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNaNDU",TAMILNaNDU
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINaNSAM,TAMILNaNDU",TAMILNaNDU
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNaNDU",TAMILNaNDU
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNaNDU.",TAMILNaNDU
1162,"TAMBIRAPARANI AT MURAPPANaNDU, TAMILNaNDU",TAMILNaNDU
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNaNDU",TAMILNaNDU
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNaNDU",TAMILNaNDU
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNaNDU",TAMILNaNDU
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNaNDU",TAMILNaNDU
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANaNICUT, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNaNDU",TAMILNaNDU
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA
3370,"KYNSHI RIVER AT NaNGKHNUM, WEST KHASI HILLS",MEGHALAYA
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNaNR),MEGHALAYA
3376,LUKHA RIVER AT SUNaNPUR (TRIBUTARY OF LUNaNR),MEGHALAYA
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA
3377,"MYNTANG RIVER AT NaNRTIANG, JAYANTIA HILLS",MEGHALAYA
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA
3367,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
3368,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA
1633,"SIMSANG RIVER WILLIAMNaNGAR, MEGHALAYA",MEGHALAYA
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA
3350,UMKHEN AT WAHKDAIT,MEGHALAYA
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA
3366,"UMTREW RIVER AT UMRAN, RINaN BHOI",MEGHALAYA
3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA
3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT",GUJARAT
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT
1860,BALEHWAR KHADI AT N.H. NO 8,GUJARAT
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT
1862,KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANaNL JOINS, GOA",GOA
1475,ZUARI AT PANCHAWADI,GOA
3181,RIVER ZUARI AT BORIM BRIDGE,GOA
3182,RIVER ZUARI AT MARCAIM JETTY,GOA
1400,"MANDOVI AT NEGHBOURHOOD OF PANaNJI, GOA",GOA
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA
3185,RIVER MANDOVI AT AMONaN BRIDGE,GOA
3186,RIVER MANDOVI AT IFFI JETTY,GOA
3187,RIVER MANDOVI NEAR HOTEL MARRIOT,GOA
1543,"RIVER KALNaN AT CHANDELNaN PERNEM, GOA",GOA
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA
2276,"RIVER BICHOLIM VARAZAN NaNGAR , BICHOLIM",GOA
2275,"RIVER CHAPORA NEAR ALORNaN FORT ,PERNEM",GOA
3189,RIVER CHAPORA AT SIOLIM,GOA
1546,"RIVER KHANDEPAR AT OPA NaN PONDA, GOA",GOA
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONaN,RIVON,SANGUEM",GOA
1545,"RIVER MADAI AT DABOS NaN  VALPOI, GOA",GOA
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANaNJI,GOA
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONaN CANaNCONaN NaNTIONaNL HIGHWAY)",GOA
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA
3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA
1547,"RIVER TALPONaN AT CANaNCONaN, GOA",GOA
3188,RIVER TIRACOL AT TIRACOL,GOA
1544,"RIVER VALVANT AT SANKLI NaN BICHOLIM, GOA",GOA
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENaNU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINaN ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNaNSWEET ZONE), ROHA",MAHARASHTRA
2168,MITHI RIVER,MAHARASHTRA
2676,"MUCHKUNDI RIVER AT  WAKED,RATNaNGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNaNGIRI.",MAHARASHTRA
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",MAHARASHTRA
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA
2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA
2708,"SURYA RIVER AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA
2712,"VAITARNaN RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNaNGIRI",MAHARASHTRA
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNaNGIRI",MAHARASHTRA
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANaNMTHITTA",KERALA
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANaNMTHITTA",KERALA
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA
2286,R AYROOR AT AYROOR BRIDGE,KERALA
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA
1154,"CHALAKUDY AT PULICKALKANaNDAVU, KERALA",KERALA
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA
1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA
1573,"CHITRAPUZHA AT IRUMPANaNM, KERALA",KERALA
2295,R CORAPUZHA AT KANaNYANKODE,KERALA
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA
2287,R ITHIKKARA AT ITHIKKARA,KERALA
1566,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNaNLOOR, KERALA",KERALA
2294,R KALLAI AT KALLAI BRIDGE,KERALA
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA
3458,KARAPUZHA DAM AT WAYANaND,KERALA
1571,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA
1155,"KARAMANaN AT MOONNaNTTUMUKKU, KERALA",KERALA
3471,"RIVER KARAMANaN AT ARUVIKARA, THIRUVANaNTHAPURAM",KERALA
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA
2326,R KORAYAR AT KANJIKODE,KERALA
1569,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA
2298,R KUPPAM AT RAYAROM,KERALA
1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA
1568,"R MAHE AT VALAYAM, KERALA",KERALA
2285,R MAMOM AT MAMOM BRIDGE,KERALA
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA
1384,"MANIMALA AT THONDRA, KERALA",KERALA
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANaND",KERALA
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA
1339,"MEENaNCHIL AT KIDANGOOR, KERALA",KERALA
2304,R MOGRAL AT MOGRAL BR.,KERALA
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA
2302,R NEELASWARAM AT NaNMBIARKAL DAM,KERALA
1570,"R NEELESWARAM AT HOSDURG, KERALA",KERALA
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA
2284,R NEYYAR AT ARUVIPURAM,KERALA
2288,R PALLICKAL AT NELLIMUKAL,KERALA
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA
1341,"PAMBA AT THAKAZHY, KERALA",KERALA
1565,"PAMBA DOWN, KERALA",KERALA
17,"PERIYAR NEAR ALWAYENaNELOOR, KERALA",KERALA
18,"PERIYAR AT KALADY, KERALA",KERALA
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA
2334,RIVER PERIYAR AT PATHALAM,KERALA
2335,R PERIYAR AT KALAMASSERY,KERALA
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA
3468,"PERIYAR AT KWA INTAKENaN ALUVA, ERNaNKULAM",KERALA
2300,R PERUVAMBA AT CHANDAPPURA,KERALA
2303,R PULLUR AT PULLUR BR.,KERALA
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA
2305,R SHRIYA AT ANGADIMOGARU,KERALA
2296,R THALLASSERY AT PATHIPPALAM,KERALA
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA
2306,R UPPALA AT  UPPALA BR.,KERALA
3473,"RIVER VALAPATTANaNM AT PARASSINIKADAVU, KANNUR",KERALA
1442,"VAMANaNPURAM, KERALA",KERALA
1448,"NaNGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH
2352,"RIVER VAMSHADHARA, KALINGAPATNaNM,VIZIANaNGARAM",ANDHRA PRADESH
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNaNTAKA",KARNaNTAKA
2780,"KALI AT U/S OF WCPM, DANDELI, KARNaNTAKA",KARNaNTAKA
1894,KUMARADHARA NaN U/S OF UPPINaNGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNaNTAKA
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNaNTAKA
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA
2424,BUDHABALANGA AT BALASORE D/S,ORISSA
2425,"RIVER KERANDI(INTAKE WELL OF NaNLCO REFINaNRY, HAL, SUNaNBEDA)",ORISSA
2422,"NaNGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA
1642,"NaNGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA
1643,"NaNGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINaN PROJECT),ORISSA
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNaNDU",TAMILNaNDU
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINaNSAM,TAMILNaNDU",TAMILNaNDU
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNaNDU",TAMILNaNDU
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNaNDU.",TAMILNaNDU
1162,"TAMBIRAPARANI AT MURAPPANaNDU, TAMILNaNDU",TAMILNaNDU
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNaNDU",TAMILNaNDU
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNaNDU",TAMILNaNDU
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNaNDU",TAMILNaNDU
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNaNDU",TAMILNaNDU
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANaNICUT, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNaNDU",TAMILNaNDU
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NaNDI (AFTER CONFL.), PUNJAB",PUNJAB
1698,"D/S CHHATBIR, PUNJAB",PUNJAB
1699,"U/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB
1700,"D/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB
1701,"D/S JHARMAL NaNDI, PUNJAB",PUNJAB
1702,"U/S JHARMAL NaNDI, PUNJAB",PUNJAB
1703,"GHAGGER AT MOONaNK, PUNJAB",PUNJAB
1704,"D/S SARDULGARH, PUNJAB",PUNJAB
1705,"U/S SARDULGARH, PUNJAB",PUNJAB
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANaN NEAR RD NO. 629, RAJASTHAN",RAJASTHAN
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANaN,HIMACHAL PRADESH
1870,"RIVER SUKHANaN AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NaNI ABADI, MAKKASR, RAJASTHAN",RAJASTHAN
2949,"RIVER LUNI AT RANaNKPUR DAM, RANaNKPUR, PALI, RAJASTHAN",RAJASTHAN
3305,"RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA
3370,"KYNSHI RIVER AT NaNGKHNUM, WEST KHASI HILLS",MEGHALAYA
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA
3372,RILANG RIVER,MEGHALAYA
3373,WAH BLEI,MEGHALAYA
3374,WAH BLEI,MEGHALAYA
3375,LUKHA RIVER,MEGHALAYA
3376,LUKHA RIVER,MEGHALAYA
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA
3377,"MYNTANG RIVER AT NaNRTIANG, JAYANTIA HILLS",MEGHALAYA
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA
3367,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
3368,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
1633,"SIMSANG RIVER WILLIAMNaNGAR, MEGHALAYA",MEGHALAYA
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA
3350,UMKHEN AT WAHKDAIT,MEGHALAYA
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA
3366,"UMTREW RIVER AT UMRAN, RINaN BHOI",MEGHALAYA
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA
1393,DAMANGANGA AT D/S OF MADHUBAN,DAMAN & DIU
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT
1865,RIVER DHADAR AT KOTHADA,GUJARAT
1434,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESHWAR,GUJARAT
1980,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT
1149,KOLAK AT PATALIA BDG,GUJARAT
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANaNL JOINS,GOA
1475,ZUARI AT PANCHAWADI,GOA
3181,RIVER ZUARI AT BORIM BRIDGE,GOA
3182,RIVER ZUARI AT MARCAIM JETTY,GOA
1400,MANDOVI AT NEGHBOURHOOD OF PANaNJI,GOA
1476,"MANDOVI AT TONCA, MARCELA",GOA
3185,MANDOVI AT AMONaN BRIDGE,GOA
3186,RIVER MANDOVI AT IFFI JETTY,GOA
3187,MANDOVI NEAR HOTEL MARRIOT,GOA
1543,KALNaN AT CHANDELNaN PERNEM,GOA
1548,RIVER ASSONORA AT ASSONORA,GOA
2276,"BICHOLIM VARAZAN NaNGAR, BICHOLIM",GOA
2275,"RIVER CHAPORA NEAR ALORNaN FORT ,PERNEM",GOA
3189,RIVER CHAPORA AT SIOLIM,GOA
1546,KHANDEPAR AT OPA NaN PONDA,GOA
2270,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",GOA
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONaN,RIVON,SANGUEM",GOA
1545,RIVER MADAI AT DABOS NaN  VALPOI,GOA
